GeneName	Biotype	Position	NR:Seq-id	NR:Score	NR:Evalue	NR:Description	NT:Seq-id	NT:Score	NT:Evalue	NT:Description	Uniprot:UniProtKB-AC	Uniprot:Score	Uniprot:Evalue	Uniprot:Description	COG:gene	COG:Score	COG:Eval	COG:num	Pfam:pfam_ID	Pfam:pfam_Name	Pfam:pfam_Description	GO:biological_process	GO:cellular_component	GO:molecular_function	KEGG:KO	KEGG:Description	Llun1	Llun2	Llun3	Llun4	Llun5	Llun6	Lski1	Lski2	Lski3	Lski4	Lski5	Lski6	LMlun1	LMlun2	LMlun3	LMlun4	LMlun5	LMlun6	LMski1	LMski2	LMski3	LMski4	LMski5	LMski6	Mlun1	Mlun2	Mlun3	Mlun4	Mlun5	Mlun6	Mski1	Mski2	Mski3	Mski4	Mski5	Mski6	MLlun1	MLlun2	MLlun3	MLlun4	MLlun5	MLlun6	MLski1	MLski2	MLski3	MLski4	MLski5	MLski6
thbs1	protein_coding	chrNC_030684.1:98501300-98515014:+	gi|301615580|ref|XP_002937245.1|	5815	0	PREDICTED: thrombospondin-1 [Xenopus tropicalis]	gi|847159617|ref|XM_002937199.3|	5537	0	PREDICTED: Xenopus (Silurana) tropicalis thrombospondin 1 (thbs1), mRNA	P35448	2152	0	Thrombospondin-1	.	.	.	.	pfam05735	TSP_C	Thrombospondin C-terminal region. This region is found at the C-terminus of thrombospondin and related proteins.	GO:0007155|cell adhesion;GO:0006954|inflammatory response;GO:0016525|negative regulation of angiogenesis;GO:0006986|response to unfolded protein;	GO:0005783|endoplasmic reticulum;GO:0005615|extracellular space;GO:0016529|sarcoplasmic reticulum;	GO:0005509|calcium ion binding;GO:0050840|extracellular matrix binding;GO:0008201|heparin binding;	.	.	219.663148	112.3982168	251.5027187	135.6704126	164.4143709	140.9493799	35.12805426	53.30755135	152.3077372	55.2054103	58.78869739	30.60184526	118.3130473	185.4053481	121.47296	58.710893	84.19246226	81.23212081	67.59126406	106.752431	68.68141579	59.86441137	70.6547457	22.89908927	167.4380297	417.6029128	149.2000215	185.2481642	122.0467498	152.2094134	59.85719375	94.789977	102.584094	86.19707614	82.7920751	60.89923633	47.45619928	157.1055427	121.8671232	201.0260598	115.6748013	135.328543	29.7980329	24.71783441	58.72874279	55.92192863	57.91870871	45.28397981
col2a1	protein_coding	chrNC_030678.1:140468231-140516271:+	gi|847099118|ref|XP_012812117.1|	1562	0	PREDICTED: collagen alpha-1(II) chain isoform X2 [Xenopus tropicalis]	gi|45361284|ref|NM_203889.1|	6071	0	Xenopus tropicalis collagen, type II, alpha 1 (col2a1), mRNA	Q6P4Z2	306	6.00E-83	Collagen alpha-1(II) chain	.	.	.	.	pfam01410	COLFI	Fibrillar collagen C-terminal domain. Found at C-termini of fibrillar collagens: Ephydatia muelleri procollagen EMF1 alpha, vertebrate collagens alpha(1)III, alpha(1)II, alpha(2)V etc.	.	GO:0005581|collagen trimer;GO:0005578|proteinaceous extracellular matrix;	GO:0005201|extracellular matrix structural constituent;GO:0046872|metal ion binding;	.	.	50.78837723	10.40509751	21.74469597	16.54000531	19.95921295	8.837312491	0.211633136	0.121170759	0.339112776	0.893905481	0.548989407	0.47094443	23.61745801	1.61258822	10.8054423	4.369090578	13.17355545	11.92745537	0.419826696	0.101137475	0.473913459	0.355601537	0.36161445	0.537578877	10.58479241	22.21448459	3.782916443	11.61631835	3.978801549	6.264149399	0.217093226	0.112772173	0.088697322	0.568100011	0.071969154	0.566255199	9.05551341	14.08610606	9.601131083	15.92992647	14.05975275	14.04214054	0.139118692	0.289081842	0.356213033	0.086610895	0.094597739	0.112284314
LOC101733634	protein_coding	chrNC_030683.1:32196004-32205067:+	gi|512852418|ref|XP_004915979.1|	590	4.00E-75	PREDICTED: beta-microseminoprotein-like isoform X2 [Xenopus tropicalis]	gi|847147041|ref|XM_012966838.1|	647	0	PREDICTED: Xenopus (Silurana) tropicalis beta-microseminoprotein-like (LOC101733634), transcript variant X1, mRNA	O02826	86.3	6.00E-20	Beta-microseminoprotein	.	.	.	.	pfam05825	PSP94	Beta-microseminoprotein (PSP-94). This family consists of the mammalian specific protein beta-microseminoprotein. Prostatic secretory protein of 94 amino acids (PSP94), also called beta-microseminoprotein, is a small, nonglycosylated protein, rich in cysteine residues. It was first isolated as a major protein from human seminal plasma. The exact function of this protein is unknown.	.	GO:0005576|extracellular region;	.	.	.	6.561923996	10.17093639	4.081630087	40.20827893	7.888839523	4.959925238	3.211239756	25.1455379	16.87672521	14.45551401	18.3003383	8.041455243	15.14794233	167.1520142	5.58859842	23.30855138	9.686247673	16.37178285	8.359202397	101.8266247	14.06185367	23.43141836	16.03736692	24.08718547	18.89524313	32.14855251	15.24056595	5.319255265	67.87208276	32.57075048	19.83835155	12.28010058	33.7454361	26.88409318	41.84594152	139.0364225	10.8056681	14.27179714	9.290287796	4.521785831	9.416218815	7.040333263	6.781732042	15.85007686	12.33235389	20.48606481	10.03834619	16.03537849
c9	protein_coding	chrNC_030677.1:183624473-183642059:+	gi|166796971|gb|AAI59018.1|	3203	0	c9 protein, partial [Xenopus tropicalis]	gi|847090069|ref|XM_004910445.2|	2021	0	PREDICTED: Xenopus (Silurana) tropicalis complement component 9 (c9), mRNA	Q3MHN2	513	2.00E-173	Complement component C9	.	.	.	.	pfam01823	MACPF	MAC/Perforin domain. The membrane-attack complex (MAC) of the complement system forms transmembrane channels. These channels disrupt the phospholipid bilayer of target cells, leading to cell lysis and death. A number of proteins participate in the assembly of the MAC. Freshly activated C5b binds to C6 to form a C5b-6 complex, then to C7 forming the C5b-7 complex. The C5b-7 complex binds to C8, which is composed of three chains (alpha, beta, and gamma), thus forming the C5b-8 complex. C5b-8 subsequently binds to C9 and acts as a catalyst in the polymerization of C9. Active MAC has a subunit composition of C5b-C6-C7-C8-C9{n}. Perforin is a protein found in cytolytic T-cell and killer cells. In the presence of calcium, perforin polymerizes into transmembrane tubules and is capable of lysing, non-specifically, a variety of target cells. There are a number of regions of similarity in the sequences of complement components C6, C7, C8-alpha, C8-beta, C9 and perforin. The X-ray crystal structure of a MACPF domain reveals that it shares a common fold with bacterial cholesterol dependent cytolysins (pfam01289) such as perfringolysin O. Three key pieces of evidence suggests that MACPF domains and CDCs are homologous: Functional similarity (pore formation), conservation of three glycine residues at a hinge in both families and conservation of a complex core fold.	GO:0006957|complement activation, alternative pathway;GO:0006958|complement activation, classical pathway;GO:0019835|cytolysis;	GO:0072562|blood microparticle;GO:0005737|cytoplasm;GO:0070062|extracellular exosome;GO:0005579|membrane attack complex;	.	K04000	C9; complement component 9	19.36559454	9.508197342	12.46906688	14.66665175	23.68783732	12.49105368	3.71885809	7.709302199	4.9190954	8.507106733	4.175139032	7.537304361	18.22706242	25.27155255	14.48596084	13.29784218	10.9214146	15.80970636	14.93718873	19.57991982	20.91625993	11.78760566	11.36663272	16.48240777	14.73923178	28.60001209	15.91972338	19.66039326	35.27632294	20.54489273	12.24620941	8.712445528	19.11308251	13.73685271	19.62396916	19.21445944	17.51756526	19.17559417	15.00102638	29.41808381	21.09493929	19.64898993	5.835963736	9.008515198	10.69403408	9.28254192	10.57241683	7.65419554
lox	protein_coding	chrNC_030677.1:161282725-161308889:+	gi|847088760|ref|XP_012821089.1|	2238	0	PREDICTED: protein-lysine 6-oxidase isoform X1 [Xenopus tropicalis]	gi|847088759|ref|XM_012965635.1|	3274	0	PREDICTED: Xenopus (Silurana) tropicalis lysyl oxidase (lox), transcript variant X1, mRNA	P16636	552	0	Protein-lysine 6-oxidase	.	.	.	.	pfam01186	Lysyl_oxidase	Lysyl oxidase.	GO:0035904|aorta development;GO:0030199|collagen fibril organization;GO:0048251|elastic fiber assembly;GO:0007507|heart development;GO:0030324|lung development;GO:0042493|response to drug;GO:0009725|response to hormone;GO:0048545|response to steroid hormone;GO:0042060|wound healing;	GO:0005581|collagen trimer;GO:0005615|extracellular space;GO:0005634|nucleus;GO:0005578|proteinaceous extracellular matrix;	GO:0005507|copper ion binding;GO:0004720|protein-lysine 6-oxidase activity;	K00277	LOX; protein-lysine 6-oxidase [EC:1.4.3.13]	21.55029454	21.4641546	12.82538876	24.3961343	16.69557137	11.7482081	7.45502019	19.73896352	6.136723336	14.85007978	25.25542983	8.946412277	14.70341456	34.82849266	14.93065258	15.2000531	14.59494475	19.79724362	4.540658957	7.247691228	6.022363209	7.17876608	10.71204959	8.728823527	20.43413777	12.41672963	11.7664529	13.25742287	19.28273546	17.09193602	7.330085786	5.285339383	6.000850195	7.308608631	4.632056602	8.825550574	12.75348449	29.62748736	14.64784788	18.16914334	18.12437179	17.15154379	7.329081849	13.62656091	7.637495275	10.4099559	11.9022564	7.333513096
tfpi2	protein_coding	chrNC_030682.1:24332695-24343724:-	gi|62751741|ref|NP_001015766.1|	1023	6.00E-132	tissue factor pathway inhibitor 2 precursor [Xenopus tropicalis]	gi|62751740|ref|NM_001015766.1|	2027	0	Xenopus (Silurana) tropicalis tissue factor pathway inhibitor 2 (tfpi2), mRNA	Q7YRQ8	236	1.00E-70	Tissue factor pathway inhibitor 2	.	.	.	.	pfam00014	Kunitz_BPTI	Kunitz/Bovine pancreatic trypsin inhibitor domain. Indicative of a protease inhibitor, usually a serine protease inhibitor. Structure is a disulfide rich alpha+beta fold. BPTI (bovine pancreatic trypsin inhibitor) is an extensively studied model structure. Certain family members are similar to the tick anticoagulant peptide (TAP). This is a highly selective inhibitor of factor Xa in the blood coagulation pathways. TAP molecules are highly dipolar, and are arranged to form a twisted two- stranded antiparallel beta-sheet followed by an alpha helix.	GO:0007596|blood coagulation;	GO:0005576|extracellular region;GO:0005634|nucleus;	GO:0004867|serine-type endopeptidase inhibitor activity;	.	.	260.0139453	249.78246	240.0167636	175.91407	154.7034032	125.9757233	227.0418916	118.8049555	225.1429751	164.9686832	96.75926279	156.0830161	302.6498099	195.2240537	190.167244	204.2776799	188.7346691	227.3769994	352.1635569	151.4097748	285.4994922	212.4966495	250.4863219	194.6701846	194.6091369	200.3846325	200.2170381	205.0229863	225.7956901	145.4910247	289.572789	385.3809539	365.2218087	303.5179556	375.9754932	306.3969422	409.5226879	300.1513134	278.0638921	305.410862	293.991438	270.3298958	308.6814543	164.8231782	277.2870756	264.4070755	451.9029826	366.1442736
avd	protein_coding	chrNC_030677.1:167889684-167894046:+	gi|163915287|ref|NP_001106405.1|	713	1.00E-92	avidin precursor [Xenopus tropicalis]	gi|163915286|ref|NM_001112934.1|	664	0	Xenopus (Silurana) tropicalis avidin (avd), mRNA	P02701	144	2.00E-41	Avidin	.	.	.	.	pfam01382	Avidin	Avidin family.	GO:0019731|antibacterial humoral response;	GO:0005576|extracellular region;	GO:0009374|biotin binding;	.	.	24.91627946	40.03347256	18.5714169	126.1865702	34.19508516	23.16223911	6.193303664	24.91279721	26.09364007	17.61330945	2.017684358	19.17478552	72.38171323	875.7189123	18.45134045	67.64858797	42.14582977	25.26013139	24.71729674	299.0684502	16.72324945	14.97397777	24.31918661	14.90899122	115.9297443	84.9118188	273.0131685	36.1153096	399.5502951	297.2452943	75.02696298	20.10585223	77.37088625	73.0634465	51.65803748	87.23574675	42.81917604	37.02272082	28.204374	20.78100462	32.64305974	28.76055386	7.805172383	22.59042504	4.179455135	37.3367626	13.81804015	27.19735785
nid2	protein_coding	chrNC_030684.1:74879973-74925486:+	gi|847152618|ref|XP_012823263.1|	7812	0	PREDICTED: nidogen-2 isoform X1 [Xenopus tropicalis]	gi|847152617|ref|XM_012967809.1|	5237	0	PREDICTED: Xenopus (Silurana) tropicalis nidogen 2 (osteonidogen) (nid2), transcript variant X1, mRNA	Q14112	186	7.00E-46	Nidogen-2	.	.	.	.	pfam07474	G2F	G2F domain. Nidogen, an invariant component of basement membranes, is a multifunctional protein that interacts with most other major basement membrane proteins. The G2 fragment or (G2F domain) contains binding sites for collagen IV and perlecan. The structure is composed of an 11-stranded beta-barrel with a central helix. This domain is structurally related to that of green fluorescent protein pfam01353. A large surface patch on the beta-barrel is conserved in all metazoan nidogens.	GO:0071711|basement membrane organization;GO:0007155|cell adhesion;GO:0007160|cell-matrix adhesion;GO:0030198|extracellular matrix organization;	GO:0005604|basement membrane;GO:0070062|extracellular exosome;GO:0031012|extracellular matrix;GO:0005576|extracellular region;	GO:0005509|calcium ion binding;GO:0005518|collagen binding;	K06826	NID; nidogen (entactin)	37.85615344	31.89878975	27.03836376	41.80971618	26.11807154	28.12596903	5.54259787	6.965467665	4.75780988	10.70958186	2.685365662	7.493209101	28.8487763	44.14995266	30.94601368	35.51119309	28.57584194	45.16183948	4.669399576	2.767003114	4.178142114	3.998656988	3.501251896	5.380190409	42.20771874	30.11450644	36.62966419	27.79356865	28.9978704	23.92481639	5.088511493	3.520423378	4.575904091	5.163305595	3.293673956	6.439986848	21.4128602	58.5992124	25.08952505	45.65200399	26.5077503	28.09926084	4.479265918	9.05327538	4.37932348	6.506198995	4.632989153	4.384774276
fbn1	protein_coding	chrNC_030679.1:93845661-93969772:-	gi|512827448|ref|XP_002936615.2|	14414	0	PREDICTED: fibrillin-1 [Xenopus tropicalis]	gi|847111608|ref|XM_002936569.3|	10642	0	PREDICTED: Xenopus (Silurana) tropicalis fibrillin 1 (fbn1), mRNA	P98133	97.1	3.00E-18	Fibrillin-1	.	.	.	.	pfam00683	TB	TB domain. This domain is also known as the 8 cysteine domain. This family includes the hybrid domains. This cysteine rich repeat is found in TGF binding protein and fibrillin.	GO:0034199|activation of protein kinase A activity;GO:0009653|anatomical structure morphogenesis;GO:0042593|glucose homeostasis;GO:0006006|glucose metabolic process;GO:0010737|protein kinase A signaling;GO:0090287|regulation of cellular response to growth factor stimulus;	GO:0005576|extracellular region;GO:0005615|extracellular space;GO:0005622|intracellular;GO:0001527|microfibril;	GO:0005509|calcium ion binding;GO:0005201|extracellular matrix structural constituent;GO:0008201|heparin binding;GO:0005179|hormone activity;	K06825	FBN1; fibrillin 1	101.1420646	74.28016454	63.87624519	64.68668873	60.855589	44.10136119	30.01522444	44.97909937	24.96849115	33.33392482	17.89486191	25.23494138	71.95984738	70.79610318	73.71475353	65.33010601	65.84335742	78.71675254	22.53868141	10.59651496	19.12386574	14.83948367	23.27011346	18.35400064	73.33282088	54.72360042	59.79258206	56.45126156	56.42943931	49.07367748	20.63941854	12.10750323	15.4885303	18.59418937	9.896583726	26.69795986	60.8339172	92.5787064	58.79525903	92.38341103	63.5071039	68.93747658	23.93302966	47.8010887	20.56966403	40.22736474	32.22133043	27.0626583
apoe	protein_coding	chrNC_030683.1:101372175-101377797:+	gi|49522289|gb|AAH75258.1|	1238	1.00E-164	apoe protein, partial [Xenopus tropicalis]	gi|847105036|ref|XM_002941039.3|	1749	0	PREDICTED: Xenopus (Silurana) tropicalis apolipoprotein E (apoe), transcript variant X4, mRNA	O42364	132	3.00E-33	Apolipoprotein Eb	.	.	.	.	pfam01442	Apolipoprotein	Apolipoprotein A1/A4/E domain. These proteins contain several 22 residue repeats which form a pair of alpha helices. This family includes: Apolipoprotein A-I. Apolipoprotein A-IV, and Apolipoprotein E.	GO:0006695|cholesterol biosynthetic process;GO:0006707|cholesterol catabolic process;GO:0033344|cholesterol efflux;GO:0042632|cholesterol homeostasis;GO:0034380|high-density lipoprotein particle assembly;GO:0042159|lipoprotein catabolic process;GO:0043524|negative regulation of neuron apoptotic process;GO:0031102|neuron projection regeneration;GO:0033700|phospholipid efflux;GO:0010873|positive regulation of cholesterol esterification;GO:0046889|positive regulation of lipid biosynthetic process;GO:0051000|positive regulation of nitric-oxide synthase activity;GO:0030516|regulation of axon extension;GO:1900221|regulation of amyloid-beta clearance;GO:0032374|regulation of cholesterol transport;GO:0043691|reverse cholesterol transport;GO:0019433|triglyceride catabolic process;GO:0034372|very-low-density lipoprotein particle remodeling;	GO:0072562|blood microparticle;GO:0042627|chylomicron;GO:0034364|high-density lipoprotein particle;GO:0034363|intermediate-density lipoprotein particle;	GO:0001540|amyloid-beta binding;GO:0015485|cholesterol binding;GO:0017127|cholesterol transporter activity;GO:0050750|low-density lipoprotein particle receptor binding;GO:0060228|phosphatidylcholine-sterol O-acyltransferase activator activity;GO:0005543|phospholipid binding;GO:0070326|very-low-density lipoprotein particle receptor binding;	K04524	APOE; apolipoprotein E	63.67834166	18.87666073	51.75844864	90.36435776	24.51991993	6.546045122	41.42984901	112.4746454	49.04123842	21.92018799	8.855392459	26.11949951	16.23394701	43.66366175	16.98966019	20.43258005	23.06816997	27.67426983	34.57190525	23.71149913	40.79362255	38.82142385	49.21874742	31.37413977	37.57406733	31.54782122	14.78671889	12.3665281	31.01753416	9.815328771	24.13329385	13.38885783	14.45735557	26.13111179	9.360576285	53.70044	142.8920833	36.05779394	44.67152403	16.14423123	59.3946325	66.3155499	70.37860054	106.4273797	35.96275349	109.4720667	57.24216023	11.27138195
c4a	protein_coding	chrNC_030684.1:54217914-54263904:-	gi|847153026|ref|XP_012823393.1|	8691	0	PREDICTED: complement component 4A (Rodgers blood group) isoform X1 [Xenopus tropicalis]	gi|847153025|ref|XM_012967939.1|	5258	0	PREDICTED: Xenopus (Silurana) tropicalis complement component 4A (Rodgers blood group) (c4a), transcript variant X1, mRNA	P08649	1150	0	Complement C4	.	.	.	.	pfam07678	A2M_comp	A-macroglobulin complement component. This family includes the complement components region of the alpha-2-macroglobulin family.	GO:0006956|complement activation;GO:0006958|complement activation, classical pathway;GO:0006954|inflammatory response;GO:0045087|innate immune response;	GO:0030424|axon;GO:0030054|cell junction;GO:0030425|dendrite;GO:0005576|extracellular region;GO:0005615|extracellular space;GO:0045202|synapse;	GO:0004866|endopeptidase inhibitor activity;	K03989	C4; complement component 4	23.45410522	18.23156246	8.999723267	103.6633178	11.11530695	8.247496178	22.0192692	30.11591732	29.15610572	24.79181746	7.042369274	10.69363039	12.8109227	414.5565428	6.161469124	46.79503843	8.508107155	19.37388828	38.3344792	68.45989513	30.99846818	29.39505151	38.78465501	26.12040271	18.12778764	35.53632765	21.06635525	6.352601628	167.9933377	85.98510398	21.06736461	11.35990478	19.56734672	27.8716484	19.07686111	36.89075355	37.55011903	21.29801682	19.17965244	8.251361395	19.95689366	24.14438314	23.86001721	26.62989172	32.40723802	44.22675223	35.67167059	11.87173313
lipg	protein_coding	chrNC_030677.1:191708348-191716434:+	gi|512809666|ref|XP_002934486.2|	2714	0	PREDICTED: endothelial lipase isoform X1 [Xenopus tropicalis]	gi|847089267|ref|XM_002934440.3|	1923	0	PREDICTED: Xenopus (Silurana) tropicalis lipase, endothelial (lipg), transcript variant X1, mRNA	Q9Y5X9	666	0	Endothelial lipase	.	.	.	.	pfam00151	Lipase	Lipase.	GO:0008283|cell proliferation;GO:0042632|cholesterol homeostasis;GO:0034375|high-density lipoprotein particle remodeling;GO:0044241|lipid digestion;GO:0006629|lipid metabolic process;GO:0009395|phospholipid catabolic process;GO:0055091|phospholipid homeostasis;GO:0032376|positive regulation of cholesterol transport;GO:0010983|positive regulation of high-density lipoprotein particle clearance;GO:0050746|regulation of lipoprotein metabolic process;GO:0007584|response to nutrient;GO:0043691|reverse cholesterol transport;	GO:0009986|cell surface;GO:0005769|early endosome;GO:0005576|extracellular region;GO:0005615|extracellular space;GO:0005794|Golgi apparatus;	GO:0008201|heparin binding;GO:0004465|lipoprotein lipase activity;GO:0008970|phosphatidylcholine 1-acylhydrolase activity;GO:0004620|phospholipase activity;	K01046	E3.1.1.3; triacylglycerol lipase [EC:3.1.1.3]	8.276155946	1.455887206	2.447266677	3.434669467	2.546920936	1.216250011	9.100690692	13.83200144	5.332912872	16.87440886	4.00636337	7.753713062	4.547101984	3.062748175	2.278966601	1.086679923	2.509189307	2.086508004	5.922083676	11.73987994	4.721078447	4.814002094	5.740152189	7.216076309	1.735720508	2.540362962	2.197019631	2.896906315	2.685170697	2.26095065	5.270109207	3.598313831	6.119766589	6.879625746	5.561836447	6.589049652	4.386784101	3.001964319	1.123811925	2.133268943	2.409417835	1.482156243	7.162800222	9.674566683	3.919303505	9.986156391	4.56808771	3.93278583
adamts2	protein_coding	chrNC_030679.1:21972172-22095302:+	gi|847113036|ref|XP_012815203.1|	6201	0	PREDICTED: A disintegrin and metalloproteinase with thrombospondin motifs 2 isoform X1 [Xenopus tropicalis]	gi|847113035|ref|XM_012959749.1|	4515	0	PREDICTED: Xenopus (Silurana) tropicalis ADAM metallopeptidase with thrombospondin type 1 motif, 2 (adamts2), transcript variant X1, mRNA	Q8C9W3	1587	0	A disintegrin and metalloproteinase with thrombospondin motifs 2	.	.	.	.	pfam05986	ADAM_spacer1	ADAM-TS Spacer 1. This family represents the Spacer-1 region from the ADAM-TS family of metalloproteinases.	GO:0030574|collagen catabolic process;GO:0030199|collagen fibril organization;GO:0030324|lung development;GO:0016485|protein processing;GO:0043588|skin development;GO:0007283|spermatogenesis;	GO:0005578|proteinaceous extracellular matrix;	GO:0004222|metalloendopeptidase activity;GO:0008233|peptidase activity;GO:0008270|zinc ion binding;	K08618	ADAMTS2; a disintegrin and metalloproteinase with thrombospondin motifs 2 [EC:3.4.24.14]	17.01784912	9.059908924	7.382841372	10.14726057	9.488512936	9.032215747	25.73360859	48.84172344	13.1336135	34.06199536	25.52087431	23.89037553	10.48352734	9.911577916	10.09767401	6.508223186	8.496867263	9.894487822	12.97714914	5.719228155	7.306716584	9.448473446	10.78152219	16.90408708	11.84456053	10.89614082	6.609742546	8.705509148	8.059064886	8.05364008	15.5034827	9.190282312	12.82586172	10.87646386	5.108947176	19.54321144	7.026472937	18.21791083	7.898422363	15.19766056	9.664841115	8.864955895	11.34800723	31.21296621	11.52161071	31.59014647	15.97198096	17.56454352
smpdl3a	protein_coding	chrNC_030681.1:68275178-68295361:+	gi|349732204|ref|NP_001025618.2|	2425	0	acid sphingomyelinase-like phosphodiesterase 3a precursor [Xenopus tropicalis]	gi|847127930|ref|XM_012963075.1|	2259	0	PREDICTED: Xenopus (Silurana) tropicalis sphingomyelin phosphodiesterase, acid-like 3A (smpdl3a), transcript variant X1, mRNA	Q92484	583	0	Acid sphingomyelinase-like phosphodiesterase 3a	.	.	.	.	pfam00149	Metallophos	Calcineurin-like phosphoesterase. This family includes a diverse range of phosphoesterases, including protein phosphoserine phosphatases, nucleotidases, sphingomyelin phosphodiesterases and 2'-3' cAMP phosphodiesterases as well as nucleases such as bacterial SbcD or yeast MRE11. The most conserved regions in this superfamily centre around the metal chelating residues.	GO:0009143|nucleoside triphosphate catabolic process;	GO:0070062|extracellular exosome;GO:0005615|extracellular space;	GO:0008081|phosphoric diester hydrolase activity;GO:0008270|zinc ion binding;	K01128	SMPDL3; sphingomyelin phosphodiesterase acid-like 3 [EC:3.1.4.-]	8.044638883	5.844475277	5.886869046	10.00073521	5.978957525	3.973461001	5.522153828	4.527698075	4.555707896	3.596615834	3.207258296	3.293845035	4.531033832	8.00014223	4.277858702	6.23383761	5.976476321	5.342447885	5.454099405	9.838546406	6.100181788	5.74952618	8.101582187	6.10109544	7.013027128	9.299967156	6.380889833	4.72089101	13.91690188	7.002513625	7.097148269	13.312986	12.667318	6.001071636	9.584816109	7.302896627	7.581367612	7.185104878	6.062167928	7.129924793	9.402477163	6.043962322	7.645023961	4.053984549	6.48084777	7.761695167	10.14497152	9.813542168
vip	protein_coding	chrNC_030681.1:43999375-44010570:-	gi|512842427|ref|XP_002936422.2|	1001	1.00E-129	PREDICTED: VIP peptides [Xenopus tropicalis]	gi|847130978|ref|XM_002936376.3|	1821	0	PREDICTED: Xenopus (Silurana) tropicalis vasoactive intestinal peptide (vip), mRNA	P48143	233	7.00E-71	VIP peptides	.	.	.	.	pfam00123	Hormone_2	Peptide hormone. This family contains glucagon, GIP, secretin and VIP.	GO:0048242|epinephrine secretion;GO:0010467|gene expression;GO:0048255|mRNA stabilization;GO:0030819|positive regulation of cAMP biosynthetic process;GO:0032812|positive regulation of epinephrine secretion;GO:0010628|positive regulation of gene expression;GO:0090277|positive regulation of peptide hormone secretion;GO:0070459|prolactin secretion;	GO:0005576|extracellular region;GO:0005615|extracellular space;	.	K05264	VIP; vasoactive intestinal peptide	14.70271049	14.4766815	10.51403025	25.54821087	12.23709942	9.768910999	0.0	0.0	0.034251951	0.0	0.0	0.0	11.61839805	52.27828794	19.95277415	23.20011455	13.30494415	26.48221746	0.0	0.0	0.0	0.034860998	0.075332243	0.035836641	14.24798336	9.894554705	8.332654084	21.94494424	13.46390848	25.88377968	0.0	0.037588678	0.036955206	0.035727615	0.03426916	0.0	8.974316176	13.73637815	13.65030783	8.724396434	12.33917493	7.04340874	0.0	0.034412632	0.035979156	0.0	0.0	0.0
c1qtnf2	protein_coding	chrNC_030679.1:14192535-14197393:+	gi|847112639|ref|XP_012815122.1|	1406	0	PREDICTED: complement C1q tumor necrosis factor-related protein 2 isoform X1 [Xenopus tropicalis]	gi|847112638|ref|XM_012959668.1|	2235	0	PREDICTED: Xenopus (Silurana) tropicalis C1q and tumor necrosis factor related protein 2 (c1qtnf2), transcript variant X1, mRNA	Q9D8U4	342	4.00E-109	Complement C1q tumor necrosis factor-related protein 2	.	.	.	.	pfam00386	C1q	C1q domain. C1q is a subunit of the C1 enzyme complex that activates the serum complement system.	GO:0000187|activation of MAPK activity;GO:0046321|positive regulation of fatty acid oxidation;GO:0046326|positive regulation of glucose import;GO:0045725|positive regulation of glycogen biosynthetic process;GO:0070208|protein heterotrimerization;GO:0051260|protein homooligomerization;GO:0070206|protein trimerization;	GO:0005581|collagen trimer;GO:0005615|extracellular space;	GO:0042802|identical protein binding;GO:0005102|receptor binding;	.	.	9.519698393	14.10575375	9.252151423	9.867803605	11.69936894	5.777966599	3.533092694	6.79478756	2.137830357	10.50703754	4.230027861	5.968919183	10.30984491	10.15709292	12.37771689	9.751054855	9.840147931	12.11761947	3.096574089	0.961107215	2.960723405	2.122119385	2.060687585	4.445863001	16.54667452	6.124842807	6.905342824	12.41506642	8.948148028	7.942184194	4.3809564	1.708881584	1.680082245	2.918184874	1.848435947	4.601048058	7.039566421	12.10019714	13.01670247	12.48141586	12.04510474	8.778760073	2.336248673	7.636832724	3.299140681	5.477807575	3.347479617	3.287622534
